# file created by code in factory_simulation_2.jl
# file created on 2023-11-11 at 23:55:26
# parameter: seed = 1
# parameter: T = 10000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
# parameter: std_machine_1 = 7.185832891717325
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
    4245.788,   337,  Arrival, after,   3,   1,   1,   1,   1
    4263.279,   338,Finish(1),before,   2,   1,   1,   1,   1
    4263.279,   338,Finish(1), after,   3,   0,   2,   1,   1
    4276.526,   336,Finish(2),before,   2,   0,   2,   1,   1
    4276.526,   336,Finish(2), after,   3,   0,   1,   1,   1
    4289.661,   339,  Arrival,before,   2,   0,   1,   1,   1
    4289.661,   339,  Arrival, after,   3,   1,   1,   1,   1
    4290.427,   344,  Arrival,before,   2,   1,   1,   1,   1
    4290.427,   344,  Arrival, after,   3,   2,   1,   1,   1
    4291.700,   341,Finish(1),before,   2,   2,   1,   1,   1
    4291.700,   341,Finish(1), after,   3,   1,   2,   1,   1
    4310.862,   347,Finish(1),before,   2,   1,   2,   1,   1
    4310.862,   347,Finish(1), after,   3,   0,   3,   1,   1
    4344.954,   349,Finish(1),before,   2,   0,   3,   1,   1
    4344.954,   349,Finish(1), after,   2,   0,   4,   0,   1
    4446.527,   343,Finish(2),before,   1,   0,   4,   0,   1
    4446.527,   343,Finish(2), after,   2,   0,   3,   0,   1
    4455.631,   352,Finish(2),before,   1,   0,   3,   0,   1
    4455.631,   352,Finish(2), after,   2,   0,   2,   0,   1
    4463.839,   345,  Arrival,before,   1,   0,   2,   0,   1
    4463.839,   345,  Arrival, after,   3,   0,   2,   1,   1
    4477.140,   354,Finish(2),before,   2,   0,   2,   1,   1
    4477.140,   354,Finish(2), after,   3,   0,   1,   1,   1
    4488.443,   356,Finish(1),before,   2,   0,   1,   1,   1
    4488.443,   356,Finish(1), after,   2,   0,   2,   0,   1
    4557.760,   358,Finish(2),before,   1,   0,   2,   0,   1
    4557.760,   358,Finish(2), after,   2,   0,   1,   0,   1
    4635.905,   355,  Arrival,before,   1,   0,   1,   0,   1
    4635.905,   355,  Arrival, after,   3,   0,   1,   1,   1
    4636.015,   361,Finish(2),before,   2,   0,   1,   1,   1
    4636.015,   361,Finish(2), after,   3,   0,   0,   1,   1
    4656.394,   363,Finish(1),before,   2,   0,   0,   1,   1
    4656.394,   363,Finish(1), after,   2,   0,   1,   0,   1
    4669.242,   362,  Arrival,before,   1,   0,   1,   0,   1
    4669.242,   362,  Arrival, after,   3,   0,   1,   1,   1
    4688.654,   367,  Arrival,before,   2,   0,   1,   1,   1
    4688.654,   367,  Arrival, after,   3,   1,   1,   1,   1
    4698.323,   368,Finish(1),before,   2,   1,   1,   1,   1
    4698.323,   368,Finish(1), after,   3,   0,   2,   1,   1
    4710.055,   371,Finish(1),before,   2,   0,   2,   1,   1
    4710.055,   371,Finish(1), after,   2,   0,   3,   0,   1
    4736.649,   369,  Arrival,before,   1,   0,   3,   0,   1
    4736.649,   369,  Arrival, after,   3,   0,   3,   1,   1
    4764.728,   374,Finish(1),before,   2,   0,   3,   1,   1
    4764.728,   374,Finish(1), after,   2,   0,   4,   0,   1
    4821.496,   365,Finish(2),before,   1,   0,   4,   0,   1
    4821.496,   365,Finish(2), after,   2,   0,   3,   0,   1
    4865.137,   373,  Arrival,before,   1,   0,   3,   0,   1
    4865.137,   373,  Arrival, after,   3,   0,   3,   1,   1
    4868.710,   377,Finish(2),before,   2,   0,   3,   1,   1
    4868.710,   377,Finish(2), after,   3,   0,   2,   1,   1
    4877.402,   378,  Arrival,before,   2,   0,   2,   1,   1
    4877.402,   378,  Arrival, after,   3,   1,   2,   1,   1
    4878.454,   381,Finish(2),before,   2,   1,   2,   1,   1
    4878.454,   381,Finish(2), after,   3,   1,   1,   1,   1
    4890.943,   384,Finish(2),before,   2,   1,   1,   1,   1
    4890.943,   384,Finish(2), after,   3,   1,   0,   1,   1
    4899.423,   379,Finish(1),before,   2,   1,   0,   1,   1
    4899.423,   379,Finish(1), after,   3,   0,   1,   1,   1
    4925.196,   388,Finish(1),before,   2,   0,   1,   1,   1
    4925.196,   388,Finish(1), after,   2,   0,   2,   0,   1
    4994.139,   382,  Arrival,before,   1,   0,   2,   0,   1
    4994.139,   382,  Arrival, after,   3,   0,   2,   1,   1
    5013.751,   391,Finish(1),before,   2,   0,   2,   1,   1
    5013.751,   391,Finish(1), after,   2,   0,   3,   0,   1
    5053.434,   386,Finish(2),before,   1,   0,   3,   0,   1
    5053.434,   386,Finish(2), after,   2,   0,   2,   0,   1
    5098.654,   394,Finish(2),before,   1,   0,   2,   0,   1
    5098.654,   394,Finish(2), after,   2,   0,   1,   0,   1
    5112.220,   396,Finish(2),before,   1,   0,   1,   0,   1
    5112.220,   396,Finish(2), after,   2,   0,   0,   0,   1
    5124.627,   398,Finish(2),before,   1,   0,   0,   0,   1
    5124.627,   398,Finish(2), after,   1,   0,   0,   0,   0
    5140.747,   390,  Arrival,before,   0,   0,   0,   0,   0
    5140.747,   390,  Arrival, after,   2,   0,   0,   1,   0
    5164.197,   401,Finish(1),before,   1,   0,   0,   1,   0
    5164.197,   401,Finish(1), after,   2,   0,   0,   0,   1
    5209.948,   400,  Arrival,before,   1,   0,   0,   0,   1
    5209.948,   400,  Arrival, after,   3,   0,   0,   1,   1
    5236.392,   405,Finish(1),before,   2,   0,   0,   1,   1
    5236.392,   405,Finish(1), after,   2,   0,   1,   0,   1
    5266.656,   404,  Arrival,before,   1,   0,   1,   0,   1
    5266.656,   404,  Arrival, after,   3,   0,   1,   1,   1
    5295.823,   408,Finish(1),before,   2,   0,   1,   1,   1
    5295.823,   408,Finish(1), after,   2,   0,   2,   0,   1
    5341.921,   407,  Arrival,before,   1,   0,   2,   0,   1
    5341.921,   407,  Arrival, after,   3,   0,   2,   1,   1
    5350.406,   403,Finish(2),before,   2,   0,   2,   1,   1
    5350.406,   403,Finish(2), after,   3,   0,   1,   1,   1
    5373.989,   411,Finish(1),before,   2,   0,   1,   1,   1
    5373.989,   411,Finish(1), after,   2,   0,   2,   0,   1
    5458.805,   413,Finish(2),before,   1,   0,   2,   0,   1
    5458.805,   413,Finish(2), after,   2,   0,   1,   0,   1
    5459.437,   416,Finish(2),before,   1,   0,   1,   0,   1
    5459.437,   416,Finish(2), after,   2,   0,   0,   0,   1
    5483.329,   418,Finish(2),before,   1,   0,   0,   0,   1
    5483.329,   418,Finish(2), after,   1,   0,   0,   0,   0
    5625.539,   410,  Arrival,before,   0,   0,   0,   0,   0
    5625.539,   410,  Arrival, after,   2,   0,   0,   1,   0
    5644.493,   420,  Arrival,before,   1,   0,   0,   1,   0
    5644.493,   420,  Arrival, after,   2,   1,   0,   1,   0
    5646.822,   421,Finish(1),before,   1,   1,   0,   1,   0
    5646.822,   421,Finish(1), after,   3,   0,   0,   1,   1
    5663.927,   424,Finish(1),before,   2,   0,   0,   1,   1
    5663.927,   424,Finish(1), after,   2,   0,   1,   0,   1
    5710.329,   425,Finish(2),before,   1,   0,   1,   0,   1
    5710.329,   425,Finish(2), after,   2,   0,   0,   0,   1
    5755.446,   422,  Arrival,before,   1,   0,   0,   0,   1
    5755.446,   422,  Arrival, after,   3,   0,   0,   1,   1
    5770.998,   430,Finish(1),before,   2,   0,   0,   1,   1
    5770.998,   430,Finish(1), after,   2,   0,   1,   0,   1
    5883.147,   428,Finish(2),before,   1,   0,   1,   0,   1
    5883.147,   428,Finish(2), after,   2,   0,   0,   0,   1
    5900.335,   433,Finish(2),before,   1,   0,   0,   0,   1
    5900.335,   433,Finish(2), after,   1,   0,   0,   0,   0
    5937.215,   429,  Arrival,before,   0,   0,   0,   0,   0
    5937.215,   429,  Arrival, after,   2,   0,   0,   1,   0
    5946.677,   435,  Arrival,before,   1,   0,   0,   1,   0
    5946.677,   435,  Arrival, after,   2,   1,   0,   1,   0
    5949.965,   437,  Arrival,before,   1,   1,   0,   1,   0
    5949.965,   437,  Arrival, after,   2,   2,   0,   1,   0
    5958.981,   436,Finish(1),before,   1,   2,   0,   1,   0
    5958.981,   436,Finish(1), after,   3,   1,   0,   1,   1
    5967.928,   441,Finish(2),before,   2,   1,   0,   1,   1
    5967.928,   441,Finish(2), after,   2,   1,   0,   1,   0
    5987.768,   440,Finish(1),before,   1,   1,   0,   1,   0
    5987.768,   440,Finish(1), after,   3,   0,   0,   1,   1
    6001.958,   445,Finish(2),before,   2,   0,   0,   1,   1
    6001.958,   445,Finish(2), after,   2,   0,   0,   1,   0
    6003.508,   444,Finish(1),before,   1,   0,   0,   1,   0
    6003.508,   444,Finish(1), after,   2,   0,   0,   0,   1
    6011.601,   448,Finish(2),before,   1,   0,   0,   0,   1
    6011.601,   448,Finish(2), after,   1,   0,   0,   0,   0
    6285.589,   438,  Arrival,before,   0,   0,   0,   0,   0
    6285.589,   438,  Arrival, after,   2,   0,   0,   1,   0
    6312.057,   451,Finish(1),before,   1,   0,   0,   1,   0
    6312.057,   451,Finish(1), after,   2,   0,   0,   0,   1
    6347.553,   453,Finish(2),before,   1,   0,   0,   0,   1
    6347.553,   453,Finish(2), after,   1,   0,   0,   0,   0
    6353.987,   450,  Arrival,before,   0,   0,   0,   0,   0
    6353.987,   450,  Arrival, after,   2,   0,   0,   1,   0
    6382.205,   456,Finish(1),before,   1,   0,   0,   1,   0
    6382.205,   456,Finish(1), after,   2,   0,   0,   0,   1
    6510.275,   458,Finish(2),before,   1,   0,   0,   0,   1
    6510.275,   458,Finish(2), after,   1,   0,   0,   0,   0
    6545.843,   455,  Arrival,before,   0,   0,   0,   0,   0
    6545.843,   455,  Arrival, after,   2,   0,   0,   1,   0
    6565.678,   461,Finish(1),before,   1,   0,   0,   1,   0
    6565.678,   461,Finish(1), after,   2,   0,   0,   0,   1
    6638.817,   460,  Arrival,before,   1,   0,   0,   0,   1
    6638.817,   460,  Arrival, after,   3,   0,   0,   1,   1
    6640.705,   463,Finish(2),before,   2,   0,   0,   1,   1
    6640.705,   463,Finish(2), after,   2,   0,   0,   1,   0
    6663.293,   464,  Arrival,before,   1,   0,   0,   1,   0
    6663.293,   464,  Arrival, after,   2,   1,   0,   1,   0
    6663.687,   467,  Arrival,before,   1,   1,   0,   1,   0
    6663.687,   467,  Arrival, after,   2,   2,   0,   1,   0
    6674.951,   465,Finish(1),before,   1,   2,   0,   1,   0
    6674.951,   465,Finish(1), after,   3,   1,   0,   1,   1
    6683.502,   471,Finish(2),before,   2,   1,   0,   1,   1
    6683.502,   471,Finish(2), after,   2,   1,   0,   1,   0
    6700.321,   470,Finish(1),before,   1,   1,   0,   1,   0
    6700.321,   470,Finish(1), after,   3,   0,   0,   1,   1
    6714.100,   474,Finish(1),before,   2,   0,   0,   1,   1
    6714.100,   474,Finish(1), after,   2,   0,   1,   0,   1
    6716.080,   475,Finish(2),before,   1,   0,   1,   0,   1
    6716.080,   475,Finish(2), after,   2,   0,   0,   0,   1
    6726.020,   468,  Arrival,before,   1,   0,   0,   0,   1
    6726.020,   468,  Arrival, after,   3,   0,   0,   1,   1
    6756.605,   480,Finish(1),before,   2,   0,   0,   1,   1
    6756.605,   480,Finish(1), after,   2,   0,   1,   0,   1
    6785.075,   479,  Arrival,before,   1,   0,   1,   0,   1
    6785.075,   479,  Arrival, after,   3,   0,   1,   1,   1
    6785.924,   478,Finish(2),before,   2,   0,   1,   1,   1
    6785.924,   478,Finish(2), after,   3,   0,   0,   1,   1
    6796.954,   485,Finish(2),before,   2,   0,   0,   1,   1
    6796.954,   485,Finish(2), after,   2,   0,   0,   1,   0
    6805.983,   483,Finish(1),before,   1,   0,   0,   1,   0
    6805.983,   483,Finish(1), after,   2,   0,   0,   0,   1
    6847.593,   482,  Arrival,before,   1,   0,   0,   0,   1
    6847.593,   482,  Arrival, after,   3,   0,   0,   1,   1
    6858.180,   488,Finish(2),before,   2,   0,   0,   1,   1
    6858.180,   488,Finish(2), after,   2,   0,   0,   1,   0
    6867.973,   490,Finish(1),before,   1,   0,   0,   1,   0
    6867.973,   490,Finish(1), after,   2,   0,   0,   0,   1
    6870.925,   489,  Arrival,before,   1,   0,   0,   0,   1
    6870.925,   489,  Arrival, after,   3,   0,   0,   1,   1
    6900.595,   495,Finish(1),before,   2,   0,   0,   1,   1
    6900.595,   495,Finish(1), after,   2,   0,   1,   0,   1
    6927.405,   494,  Arrival,before,   1,   0,   1,   0,   1
    6927.405,   494,  Arrival, after,   3,   0,   1,   1,   1
    6948.350,   498,Finish(1),before,   2,   0,   1,   1,   1
    6948.350,   498,Finish(1), after,   2,   0,   2,   0,   1
    6952.106,   497,  Arrival,before,   1,   0,   2,   0,   1
    6952.106,   497,  Arrival, after,   3,   0,   2,   1,   1
    6983.591,   493,Finish(2),before,   2,   0,   2,   1,   1
    6983.591,   493,Finish(2), after,   3,   0,   1,   1,   1
    6991.580,   501,Finish(1),before,   2,   0,   1,   1,   1
    6991.580,   501,Finish(1), after,   2,   0,   2,   0,   1
    7030.998,   500,  Arrival,before,   1,   0,   2,   0,   1
    7030.998,   500,  Arrival, after,   3,   0,   2,   1,   1
    7051.741,   506,Finish(1),before,   2,   0,   2,   1,   1
    7051.741,   506,Finish(1), after,   2,   0,   3,   0,   1
    7079.771,   505,  Arrival,before,   1,   0,   3,   0,   1
    7079.771,   505,  Arrival, after,   3,   0,   3,   1,   1
    7103.901,   503,Finish(2),before,   2,   0,   3,   1,   1
    7103.901,   503,Finish(2), after,   3,   0,   2,   1,   1
    7104.331,   509,Finish(1),before,   2,   0,   2,   1,   1
    7104.331,   509,Finish(1), after,   2,   0,   3,   0,   1
    7121.026,   511,Finish(2),before,   1,   0,   3,   0,   1
    7121.026,   511,Finish(2), after,   2,   0,   2,   0,   1
    7152.077,   508,  Arrival,before,   1,   0,   2,   0,   1
    7152.077,   508,  Arrival, after,   3,   0,   2,   1,   1
    7167.147,   516,Finish(1),before,   2,   0,   2,   1,   1
    7167.147,   516,Finish(1), after,   2,   0,   3,   0,   1
    7182.415,   514,Finish(2),before,   1,   0,   3,   0,   1
    7182.415,   514,Finish(2), after,   2,   0,   2,   0,   1
    7188.585,   519,Finish(2),before,   1,   0,   2,   0,   1
    7188.585,   519,Finish(2), after,   2,   0,   1,   0,   1
    7250.568,   521,Finish(2),before,   1,   0,   1,   0,   1
    7250.568,   521,Finish(2), after,   2,   0,   0,   0,   1
    7256.637,   523,Finish(2),before,   1,   0,   0,   0,   1
    7256.637,   523,Finish(2), after,   1,   0,   0,   0,   0
    7403.737,   515,  Arrival,before,   0,   0,   0,   0,   0
    7403.737,   515,  Arrival, after,   2,   0,   0,   1,   0
    7424.131,   526,Finish(1),before,   1,   0,   0,   1,   0
    7424.131,   526,Finish(1), after,   2,   0,   0,   0,   1
    7428.163,   525,  Arrival,before,   1,   0,   0,   0,   1
    7428.163,   525,  Arrival, after,   3,   0,   0,   1,   1
    7449.123,   529,  Arrival,before,   2,   0,   0,   1,   1
    7449.123,   529,  Arrival, after,   3,   1,   0,   1,   1
    7449.462,   531,  Arrival,before,   2,   1,   0,   1,   1
    7449.462,   531,  Arrival, after,   3,   2,   0,   1,   1
    7456.123,   532,  Arrival,before,   2,   2,   0,   1,   1
    7456.123,   532,  Arrival, after,   3,   3,   0,   1,   1
    7457.031,   530,Finish(1),before,   2,   3,   0,   1,   1
    7457.031,   530,Finish(1), after,   3,   2,   1,   1,   1
    7466.029,   533,  Arrival,before,   2,   2,   1,   1,   1
    7466.029,   533,  Arrival, after,   3,   3,   1,   1,   1
    7473.046,   528,Finish(2),before,   2,   3,   1,   1,   1
    7473.046,   528,Finish(2), after,   3,   3,   0,   1,   1
    7493.655,   535,Finish(1),before,   2,   3,   0,   1,   1
    7493.655,   535,Finish(1), after,   3,   2,   1,   1,   1
    7508.973,   540,Finish(1),before,   2,   2,   1,   1,   1
    7508.973,   540,Finish(1), after,   3,   1,   2,   1,   1
    7526.639,   542,Finish(1),before,   2,   1,   2,   1,   1
    7526.639,   542,Finish(1), after,   3,   0,   3,   1,   1
    7533.830,   536,  Arrival,before,   2,   0,   3,   1,   1
    7533.830,   536,  Arrival, after,   3,   1,   3,   1,   1
    7551.670,   544,Finish(1),before,   2,   1,   3,   1,   1
    7551.670,   544,Finish(1), after,   3,   0,   4,   1,   1
    7566.392,   547,Finish(1),before,   2,   0,   4,   1,   1
    7566.392,   547,Finish(1), after,   3,   0,   4,   1,   1
    7579.894,   545,  Arrival,before,   2,   0,   4,   1,   1
    7579.894,   545,  Arrival, after,   3,   1,   4,   1,   1
    7579.894,   547,Finish(1),before,   2,   1,   4,   1,   1
    7579.894,   547,Finish(1), after,   3,   1,   4,   1,   1
    7585.816,   538,Finish(2),before,   2,   1,   4,   1,   1
    7585.816,   538,Finish(2), after,   3,   1,   3,   1,   1
    7585.816,   547,Finish(1),before,   2,   1,   3,   1,   1
    7585.816,   547,Finish(1), after,   3,   0,   4,   1,   1
    7615.273,   554,Finish(1),before,   2,   0,   4,   1,   1
    7615.273,   554,Finish(1), after,   3,   0,   4,   1,   1
    7646.206,   549,  Arrival,before,   2,   0,   4,   1,   1
    7646.206,   549,  Arrival, after,   3,   1,   4,   1,   1
    7646.206,   554,Finish(1),before,   2,   1,   4,   1,   1
    7646.206,   554,Finish(1), after,   3,   1,   4,   1,   1
    7657.567,   556,  Arrival,before,   2,   1,   4,   1,   1
    7657.567,   556,  Arrival, after,   3,   2,   4,   1,   1
    7657.567,   554,Finish(1),before,   2,   2,   4,   1,   1
    7657.567,   554,Finish(1), after,   3,   2,   4,   1,   1
    7663.047,   552,Finish(2),before,   2,   2,   4,   1,   1
    7663.047,   552,Finish(2), after,   3,   2,   3,   1,   1
    7663.047,   554,Finish(1),before,   2,   2,   3,   1,   1
    7663.047,   554,Finish(1), after,   3,   1,   4,   1,   1
    7667.815,   561,Finish(2),before,   2,   1,   4,   1,   1
    7667.815,   561,Finish(2), after,   3,   1,   3,   1,   1
    7685.881,   558,  Arrival,before,   2,   1,   3,   1,   1
    7685.881,   558,  Arrival, after,   3,   2,   3,   1,   1
    7695.903,   563,Finish(1),before,   2,   2,   3,   1,   1
    7695.903,   563,Finish(1), after,   3,   1,   4,   1,   1
    7715.084,   568,Finish(1),before,   2,   1,   4,   1,   1
    7715.084,   568,Finish(1), after,   3,   1,   4,   1,   1
    7718.721,   566,  Arrival,before,   2,   1,   4,   1,   1
    7718.721,   566,  Arrival, after,   3,   2,   4,   1,   1
    7718.721,   568,Finish(1),before,   2,   2,   4,   1,   1
    7718.721,   568,Finish(1), after,   3,   2,   4,   1,   1
    7790.907,   570,  Arrival,before,   2,   2,   4,   1,   1
    7790.907,   570,  Arrival, after,   3,   3,   4,   1,   1
    7790.907,   568,Finish(1),before,   2,   3,   4,   1,   1
    7790.907,   568,Finish(1), after,   3,   3,   4,   1,   1
    7816.544,   565,Finish(2),before,   2,   3,   4,   1,   1
    7816.544,   565,Finish(2), after,   3,   3,   3,   1,   1
    7816.544,   568,Finish(1),before,   2,   3,   3,   1,   1
    7816.544,   568,Finish(1), after,   3,   2,   4,   1,   1
    7840.138,   575,Finish(2),before,   2,   2,   4,   1,   1
    7840.138,   575,Finish(2), after,   3,   2,   3,   1,   1
    7843.500,   577,Finish(1),before,   2,   2,   3,   1,   1
    7843.500,   577,Finish(1), after,   3,   1,   4,   1,   1
    7846.009,   579,Finish(2),before,   2,   1,   4,   1,   1
    7846.009,   579,Finish(2), after,   3,   1,   3,   1,   1
    7851.306,   583,Finish(2),before,   2,   1,   3,   1,   1
    7851.306,   583,Finish(2), after,   3,   1,   2,   1,   1
    7852.664,   585,Finish(2),before,   2,   1,   2,   1,   1
    7852.664,   585,Finish(2), after,   3,   1,   1,   1,   1
    7853.505,   572,  Arrival,before,   2,   1,   1,   1,   1
    7853.505,   572,  Arrival, after,   3,   2,   1,   1,   1
    7868.686,   581,Finish(1),before,   2,   2,   1,   1,   1
    7868.686,   581,Finish(1), after,   3,   1,   2,   1,   1
    7899.445,   590,Finish(1),before,   2,   1,   2,   1,   1
    7899.445,   590,Finish(1), after,   3,   0,   3,   1,   1
    7926.863,   592,Finish(1),before,   2,   0,   3,   1,   1
    7926.863,   592,Finish(1), after,   2,   0,   4,   0,   1
    8002.871,   587,Finish(2),before,   1,   0,   4,   0,   1
    8002.871,   587,Finish(2), after,   2,   0,   3,   0,   1
    8020.632,   588,  Arrival,before,   1,   0,   3,   0,   1
    8020.632,   588,  Arrival, after,   3,   0,   3,   1,   1
    8048.950,   595,Finish(2),before,   2,   0,   3,   1,   1
    8048.950,   595,Finish(2), after,   3,   0,   2,   1,   1
    8054.213,   597,Finish(1),before,   2,   0,   2,   1,   1
    8054.213,   597,Finish(1), after,   2,   0,   3,   0,   1
    8096.066,   596,  Arrival,before,   1,   0,   3,   0,   1
    8096.066,   596,  Arrival, after,   3,   0,   3,   1,   1
    8131.609,   602,Finish(1),before,   2,   0,   3,   1,   1
    8131.609,   602,Finish(1), after,   2,   0,   4,   0,   1
    8145.903,   601,  Arrival,before,   1,   0,   4,   0,   1
    8145.903,   601,  Arrival, after,   3,   0,   4,   1,   1
    8151.318,   604,  Arrival,before,   2,   0,   4,   1,   1
    8151.318,   604,  Arrival, after,   3,   1,   4,   1,   1
    8160.667,   605,Finish(1),before,   2,   1,   4,   1,   1
    8160.667,   605,Finish(1), after,   3,   1,   4,   1,   1
    8173.177,   606,  Arrival,before,   2,   1,   4,   1,   1
    8173.177,   606,  Arrival, after,   3,   2,   4,   1,   1
    8173.177,   605,Finish(1),before,   2,   2,   4,   1,   1
    8173.177,   605,Finish(1), after,   3,   2,   4,   1,   1
    8179.807,   608,  Arrival,before,   2,   2,   4,   1,   1
    8179.807,   608,  Arrival, after,   3,   3,   4,   1,   1
    8179.807,   605,Finish(1),before,   2,   3,   4,   1,   1
    8179.807,   605,Finish(1), after,   3,   3,   4,   1,   1
    8194.178,   610,  Arrival,before,   2,   3,   4,   1,   1
    8194.178,   610,  Arrival, after,   3,   4,   4,   1,   1
    8194.178,   605,Finish(1),before,   2,   4,   4,   1,   1
    8194.178,   605,Finish(1), after,   3,   4,   4,   1,   1
    8250.773,   612,  Arrival,before,   2,   4,   4,   1,   1
    8250.773,   612,  Arrival, after,   3,   5,   4,   1,   1
    8250.773,   605,Finish(1),before,   2,   5,   4,   1,   1
    8250.773,   605,Finish(1), after,   3,   5,   4,   1,   1
    8267.639,   614,  Arrival,before,   2,   5,   4,   1,   1
    8267.639,   614,  Arrival, after,   3,   6,   4,   1,   1
    8267.639,   605,Finish(1),before,   2,   6,   4,   1,   1
    8267.639,   605,Finish(1), after,   3,   6,   4,   1,   1
    8281.902,   616,  Arrival,before,   2,   6,   4,   1,   1
    8281.902,   616,  Arrival, after,   3,   7,   4,   1,   1
    8281.902,   605,Finish(1),before,   2,   7,   4,   1,   1
    8281.902,   605,Finish(1), after,   3,   7,   4,   1,   1
    8285.726,   599,Finish(2),before,   2,   7,   4,   1,   1
    8285.726,   599,Finish(2), after,   3,   7,   3,   1,   1
    8285.726,   605,Finish(1),before,   2,   7,   3,   1,   1
    8285.726,   605,Finish(1), after,   3,   6,   4,   1,   1
    8299.982,   623,Finish(1),before,   2,   6,   4,   1,   1
    8299.982,   623,Finish(1), after,   3,   6,   4,   1,   1
    8336.289,   621,Finish(2),before,   2,   6,   4,   1,   1
    8336.289,   621,Finish(2), after,   3,   6,   3,   1,   1
    8336.289,   623,Finish(1),before,   2,   6,   3,   1,   1
    8336.289,   623,Finish(1), after,   3,   5,   4,   1,   1
    8365.155,   628,Finish(1),before,   2,   5,   4,   1,   1
    8365.155,   628,Finish(1), after,   3,   5,   4,   1,   1
    8377.443,   626,Finish(2),before,   2,   5,   4,   1,   1
    8377.443,   626,Finish(2), after,   3,   5,   3,   1,   1
    8377.443,   628,Finish(1),before,   2,   5,   3,   1,   1
    8377.443,   628,Finish(1), after,   3,   4,   4,   1,   1
    8382.317,   618,  Arrival,before,   2,   4,   4,   1,   1
    8382.317,   618,  Arrival, after,   3,   5,   4,   1,   1
    8386.932,   633,Finish(1),before,   2,   5,   4,   1,   1
    8386.932,   633,Finish(1), after,   3,   5,   4,   1,   1
    8402.869,   631,Finish(2),before,   2,   5,   4,   1,   1
    8402.869,   631,Finish(2), after,   3,   5,   3,   1,   1
    8402.869,   633,Finish(1),before,   2,   5,   3,   1,   1
    8402.869,   633,Finish(1), after,   3,   4,   4,   1,   1
    8438.635,   639,Finish(1),before,   2,   4,   4,   1,   1
    8438.635,   639,Finish(1), after,   3,   4,   4,   1,   1
    8478.458,   637,Finish(2),before,   2,   4,   4,   1,   1
    8478.458,   637,Finish(2), after,   3,   4,   3,   1,   1
    8478.458,   639,Finish(1),before,   2,   4,   3,   1,   1
    8478.458,   639,Finish(1), after,   3,   3,   4,   1,   1
    8486.170,   634,  Arrival,before,   2,   3,   4,   1,   1
    8486.170,   634,  Arrival, after,   3,   4,   4,   1,   1
    8496.476,   644,Finish(1),before,   2,   4,   4,   1,   1
    8496.476,   644,Finish(1), after,   3,   4,   4,   1,   1
    8514.908,   642,Finish(2),before,   2,   4,   4,   1,   1
    8514.908,   642,Finish(2), after,   3,   4,   3,   1,   1
    8514.908,   644,Finish(1),before,   2,   4,   3,   1,   1
    8514.908,   644,Finish(1), after,   3,   3,   4,   1,   1
    8517.428,   645,  Arrival,before,   2,   3,   4,   1,   1
    8517.428,   645,  Arrival, after,   3,   4,   4,   1,   1
    8523.525,   651,  Arrival,before,   2,   4,   4,   1,   1
    8523.525,   651,  Arrival, after,   3,   5,   4,   1,   1
    8525.531,   648,Finish(2),before,   2,   5,   4,   1,   1
    8525.531,   648,Finish(2), after,   3,   5,   3,   1,   1
    8525.971,   654,Finish(2),before,   2,   5,   3,   1,   1
    8525.971,   654,Finish(2), after,   3,   5,   2,   1,   1
    8529.731,   652,  Arrival,before,   2,   5,   2,   1,   1
    8529.731,   652,  Arrival, after,   3,   6,   2,   1,   1
    8539.688,   650,Finish(1),before,   2,   6,   2,   1,   1
    8539.688,   650,Finish(1), after,   3,   5,   3,   1,   1
    8564.803,   656,Finish(2),before,   2,   5,   3,   1,   1
    8564.803,   656,Finish(2), after,   3,   5,   2,   1,   1
    8576.764,   659,Finish(1),before,   2,   5,   2,   1,   1
    8576.764,   659,Finish(1), after,   3,   4,   3,   1,   1
    8613.317,   663,Finish(1),before,   2,   4,   3,   1,   1
    8613.317,   663,Finish(1), after,   3,   3,   4,   1,   1
    8620.268,   665,Finish(1),before,   2,   3,   4,   1,   1
    8620.268,   665,Finish(1), after,   3,   3,   4,   1,   1
    8642.137,   661,Finish(2),before,   2,   3,   4,   1,   1
    8642.137,   661,Finish(2), after,   3,   3,   3,   1,   1
    8642.137,   665,Finish(1),before,   2,   3,   3,   1,   1
    8642.137,   665,Finish(1), after,   3,   2,   4,   1,   1
    8658.878,   668,Finish(2),before,   2,   2,   4,   1,   1
    8658.878,   668,Finish(2), after,   3,   2,   3,   1,   1
    8675.554,   670,Finish(1),before,   2,   2,   3,   1,   1
    8675.554,   670,Finish(1), after,   3,   1,   4,   1,   1
    8709.494,   674,Finish(1),before,   2,   1,   4,   1,   1
    8709.494,   674,Finish(1), after,   3,   1,   4,   1,   1
    8713.850,   672,Finish(2),before,   2,   1,   4,   1,   1
    8713.850,   672,Finish(2), after,   3,   1,   3,   1,   1
    8713.850,   674,Finish(1),before,   2,   1,   3,   1,   1
    8713.850,   674,Finish(1), after,   3,   0,   4,   1,   1
    8733.002,   657,  Arrival,before,   2,   0,   4,   1,   1
    8733.002,   657,  Arrival, after,   3,   1,   4,   1,   1
    8747.076,   679,Finish(1),before,   2,   1,   4,   1,   1
    8747.076,   679,Finish(1), after,   3,   1,   4,   1,   1
